Vardas         Pavarde         ND1  ND2  ND3  ND4  ND5  ND6  ND7  ND8  ND9  ND10    Egz.
Vardas14136    Pavarde14136    3    8    3    2    2    9    4    2    7    7       7
Vardas14137    Pavarde14137    9    4    4    5    6    10   3    8    4    8       6
Vardas14138    Pavarde14138    3    9    9    3    8    7    6    6    7    6       2
Vardas14139    Pavarde14139    8    2    9    8    3    10   9    3    6    10     10
Vardas14140    Pavarde14140    6    5    9    7    3    3    8    8    4    7       4
Vardas14141    Pavarde14141    10   8    3    6    8    8    8    5    7    4       3
Vardas14142    Pavarde14142    9    9    2    4    5    9    3    6    10   3       6
Vardas14143    Pavarde14143    6    10   7    5    6    5    8    9    3    7       2
Vardas14144    Pavarde14144    6    2    9    2    7    5    9    3    10   5       4
Vardas14145    Pavarde14145    9    9    6    9    10   7    6    7    6    7       5
Vardas14146    Pavarde14146    2    9    8    8    6    10   3    6    3    5       7
Vardas14147    Pavarde14147    4    4    2    3    4    10   4    4    7    6       7
Vardas14148    Pavarde14148    2    9    7    6    9    8    5    5    5    5       5
Vardas14149    Pavarde14149    3    2    10   7    10   10   10   7    7    5       9
Vardas14150    Pavarde14150    8    10   2    6    7    5    5    3    8    2       8
Vardas14151    Pavarde14151    4    10   6    3    2    3    2    5    6    5       7
Vardas14152    Pavarde14152    8    8    8    3    3    8    10   8    5    10     10
Vardas14153    Pavarde14153    5    2    3    7    7    7    8    7    8    9       7
Vardas14154    Pavarde14154    3    7    5    7    8    3    8    8    4    2       6
Vardas14155    Pavarde14155    5    10   7    7    2    4    4    4    7    7       3
Vardas14156    Pavarde14156    9    5    2    8    5    3    2    4    4    10      3
Vardas14157    Pavarde14157    10   3    10   9    8    4    8    10   10   9       5
Vardas14158    Pavarde14158    5    2    4    3    10   2    7    8    4    6       4
Vardas14159    Pavarde14159    8    7    8    9    7    7    5    10   4    2      10
Vardas14160    Pavarde14160    9    9    5    7    6    5    7    3    6    9      10
Vardas14161    Pavarde14161    9    4    10   5    7    5    2    2    8    8       5
Vardas14162    Pavarde14162    9    8    3    9    6    10   7    10   7    5       5
Vardas14163    Pavarde14163    9    2    2    10   4    3    8    5    10   6       3
Vardas14164    Pavarde14164    5    6    2    10   5    4    3    2    9    9       4
Vardas14165    Pavarde14165    6    8    2    9    8    2    8    3    7    8      10
Vardas14166    Pavarde14166    5    4    2    4    2    2    8    2    5    6       2
Vardas14167    Pavarde14167    3    5    10   8    6    7    6    4    2    7       9
Vardas14168    Pavarde14168    10   9    10   9    7    8    10   2    2    8       9
Vardas14169    Pavarde14169    7    2    2    9    3    3    8    8    3    2       7
Vardas14170    Pavarde14170    9    6    4    3    4    5    5    5    5    10      3
Vardas14171    Pavarde14171    6    4    10   3    6    3    7    2    8    10     10
Vardas14172    Pavarde14172    5    2    6    2    10   8    6    6    2    2       2
Vardas14173    Pavarde14173    7    4    10   3    8    4    2    9    5    5       8
Vardas14174    Pavarde14174    2    3    5    2    7    2    10   5    3    8       8
Vardas14175    Pavarde14175    6    10   9    7    6    7    10   9    6    5       2
Vardas14176    Pavarde14176    3    2    8    9    8    4    5    9    4    5       7
Vardas14177    Pavarde14177    2    5    4    8    3    8    8    8    6    4       8
Vardas14178    Pavarde14178    8    3    5    4    4    2    6    4    8    4       2
Vardas14179    Pavarde14179    4    8    2    4    3    4    8    9    8    9       4
Vardas14180    Pavarde14180    6    4    9    9    5    6    5    6    4    9       5
Vardas14181    Pavarde14181    4    6    4    2    2    2    5    10   3    2       2
Vardas14182    Pavarde14182    10   7    4    3    3    7    7    8    2    10     10
Vardas14183    Pavarde14183    10   4    6    9    10   4    3    5    9    9       5
Vardas14184    Pavarde14184    7    6    2    5    2    8    5    4    7    7       3
Vardas14185    Pavarde14185    4    3    2    10   7    6    4    4    10   8       9
Vardas14186    Pavarde14186    10   5    7    2    9    2    6    10   9    10      8
Vardas14187    Pavarde14187    2    9    9    6    5    6    6    3    3    9       5
Vardas14188    Pavarde14188    5    7    7    8    6    2    2    2    2    8       6
Vardas14189    Pavarde14189    5    10   3    6    5    8    7    7    10   8       9
Vardas14190    Pavarde14190    7    4    9    8    3    2    8    9    9    5       2
Vardas14191    Pavarde14191    7    9    5    3    10   9    2    7    6    6       7
Vardas14192    Pavarde14192    9    3    9    7    9    3    4    9    9    5       2
Vardas14193    Pavarde14193    8    3    8    3    3    3    7    10   3    10      2
Vardas14194    Pavarde14194    7    6    8    5    5    2    6    9    5    4      10
Vardas14195    Pavarde14195    9    3    3    4    6    9    10   8    9    6      10
Vardas14196    Pavarde14196    10   7    9    10   3    2    7    5    7    4       2
Vardas14197    Pavarde14197    2    6    9    9    3    10   7    8    4    10      7
Vardas14198    Pavarde14198    4    7    2    9    9    10   5    8    2    3       7
Vardas14199    Pavarde14199    2    6    2    9    10   7    10   4    10   4       9
Vardas14200    Pavarde14200    4    4    4    4    2    8    10   5    10   2       8
Vardas14201    Pavarde14201    5    4    7    9    4    7    5    9    5    4       4
Vardas14202    Pavarde14202    2    6    2    10   4    8    6    5    10   10      3
Vardas14203    Pavarde14203    2    5    8    5    5    4    4    9    7    8       6
Vardas14204    Pavarde14204    10   2    7    5    10   6    5    7    9    4       5
Vardas14205    Pavarde14205    7    6    2    3    7    4    6    3    5    3       4
Vardas14206    Pavarde14206    9    9    6    7    6    2    6    6    2    7       8
Vardas14207    Pavarde14207    7    8    4    9    5    6    5    6    6    4       7
Vardas14208    Pavarde14208    7    6    9    6    5    10   6    5    5    8       2
Vardas14209    Pavarde14209    6    10   9    5    7    10   9    8    8    9      10
Vardas14210    Pavarde14210    6    9    5    7    9    2    6    10   2    4      10
Vardas14211    Pavarde14211    4    6    8    8    4    4    6    2    9    8       5
Vardas14212    Pavarde14212    6    3    10   3    8    5    4    6    8    9       9
Vardas14213    Pavarde14213    9    9    4    5    8    3    10   2    9    5       5
Vardas14214    Pavarde14214    7    3    9    8    8    3    7    4    8    5       2
Vardas14215    Pavarde14215    10   9    7    8    7    2    8    5    6    2      10
Vardas14216    Pavarde14216    4    3    8    10   9    7    5    8    7    7       2
Vardas14217    Pavarde14217    7    9    4    8    4    7    9    6    10   4       8
Vardas14218    Pavarde14218    8    10   8    6    5    9    3    9    6    10      4
Vardas14219    Pavarde14219    8    9    8    2    8    9    5    3    7    4       5
Vardas14220    Pavarde14220    10   6    6    4    7    5    5    6    4    6       6
Vardas14221    Pavarde14221    3    6    2    10   8    2    2    10   9    9       6
Vardas14222    Pavarde14222    2    10   10   3    8    10   7    10   10   6       3
Vardas14223    Pavarde14223    2    3    3    2    7    6    5    10   5    7       6
Vardas14224    Pavarde14224    3    2    9    10   5    7    10   10   10   4       8
Vardas14225    Pavarde14225    2    9    9    4    10   5    3    10   3    8       9
Vardas14226    Pavarde14226    4    7    10   5    8    4    2    6    2    9       6
Vardas14227    Pavarde14227    4    10   2    9    6    10   3    9    6    9      10
Vardas14228    Pavarde14228    8    4    3    10   4    3    5    5    10   2      10
Vardas14229    Pavarde14229    8    2    4    8    8    6    5    8    6    10      5
Vardas14230    Pavarde14230    7    4    6    2    3    9    4    9    6    6       3
Vardas14231    Pavarde14231    3    6    6    10   6    2    6    9    7    3       2
Vardas14232    Pavarde14232    2    6    3    9    9    9    10   7    4    10      2
Vardas14233    Pavarde14233    10   5    5    9    9    7    7    4    10   2       8
Vardas14234    Pavarde14234    2    9    5    7    4    9    8    2    5    5       8
Vardas14235    Pavarde14235    8    6    6    2    9    3    5    8    5    7      10
Vardas14236    Pavarde14236    10   2    5    7    2    9    10   6    2    3       2
Vardas14237    Pavarde14237    9    8    5    2    8    7    9    8    7    10      7
Vardas14238    Pavarde14238    5    7    8    6    6    10   4    7    4    7       2
Vardas14239    Pavarde14239    8    5    2    4    5    3    6    5    10   8       5
Vardas14240    Pavarde14240    6    4    10   2    2    9    5    9    8    3       8
Vardas14241    Pavarde14241    2    4    3    6    8    10   8    3    8    2       3
Vardas14242    Pavarde14242    10   2    9    7    6    7    5    4    6    9       4
Vardas14243    Pavarde14243    2    7    6    2    3    4    8    6    2    8       8
Vardas14244    Pavarde14244    8    6    9    10   3    3    3    2    10   3       6
Vardas14245    Pavarde14245    7    2    4    4    10   6    8    7    10   5       7
Vardas14246    Pavarde14246    10   7    6    9    7    6    3    10   2    3       7
Vardas14247    Pavarde14247    2    10   4    6    2    8    4    7    10   2       5
Vardas14248    Pavarde14248    3    7    4    10   5    8    6    2    10   7      10
Vardas14249    Pavarde14249    4    8    9    5    4    9    2    4    3    2       3
Vardas14250    Pavarde14250    8    5    5    10   3    7    3    5    3    3       2
Vardas14251    Pavarde14251    9    9    6    9    3    8    6    6    10   3       9
Vardas14252    Pavarde14252    4    2    4    4    6    6    3    3    4    7       9
Vardas14253    Pavarde14253    10   9    8    3    5    8    7    4    2    7       5
Vardas14254    Pavarde14254    6    6    2    6    8    6    3    8    6    3      10
Vardas14255    Pavarde14255    7    4    10   9    3    3    5    7    9    3       8
Vardas14256    Pavarde14256    3    5    5    2    9    2    4    8    5    9       6
Vardas14257    Pavarde14257    7    6    8    6    10   2    6    4    3    6       5
Vardas14258    Pavarde14258    3    6    9    9    5    8    4    8    8    6      10
Vardas14259    Pavarde14259    6    4    8    4    8    7    7    10   10   4       3
Vardas14260    Pavarde14260    5    9    6    8    5    4    5    7    10   2       6
Vardas14261    Pavarde14261    6    9    6    4    2    10   8    10   4    8      10
Vardas14262    Pavarde14262    3    9    5    6    6    4    6    2    9    4       7
Vardas14263    Pavarde14263    2    6    6    5    6    9    3    5    10   8       6
Vardas14264    Pavarde14264    8    10   10   2    4    4    3    4    4    3       9
Vardas14265    Pavarde14265    2    2    8    7    2    4    8    8    10   10      3
Vardas14266    Pavarde14266    7    7    3    7    9    6    9    7    7    10     10
Vardas14267    Pavarde14267    5    8    8    8    7    3    9    7    5    10      5
Vardas14268    Pavarde14268    7    9    6    2    3    6    2    3    8    2       6
Vardas14269    Pavarde14269    3    5    9    9    9    4    3    7    5    6      10
Vardas14270    Pavarde14270    2    4    3    10   9    5    8    8    7    6       4
Vardas14271    Pavarde14271    6    2    4    3    10   8    4    9    2    6       3
Vardas14272    Pavarde14272    7    9    7    5    5    7    6    2    9    5       9
Vardas14273    Pavarde14273    8    10   4    7    9    8    2    3    9    6       5
Vardas14274    Pavarde14274    3    7    9    6    2    6    6    4    6    9       2
Vardas14275    Pavarde14275    8    9    5    3    2    5    4    7    4    4      10
Vardas14276    Pavarde14276    3    8    5    10   8    3    9    7    5    8       2
Vardas14277    Pavarde14277    6    2    8    10   4    10   7    7    9    2      10
Vardas14278    Pavarde14278    8    3    10   9    5    4    8    7    4    3       8
Vardas14279    Pavarde14279    2    4    7    2    2    9    7    10   7    5       6
Vardas14280    Pavarde14280    2    9    5    6    5    3    4    9    8    2       9
Vardas14281    Pavarde14281    10   10   6    5    6    2    4    2    3    5       9
Vardas14282    Pavarde14282    10   8    5    9    10   2    8    6    7    2      10
Vardas14283    Pavarde14283    7    3    7    8    7    4    4    3    8    4       2
Vardas14284    Pavarde14284    3    9    4    8    3    7    7    9    9    2       9
Vardas14285    Pavarde14285    5    9    4    7    10   10   8    9    3    6       3
Vardas14286    Pavarde14286    5    3    4    4    8    10   6    5    3    9       9
Vardas14287    Pavarde14287    5    4    7    5    5    8    2    6    10   4       7
Vardas14288    Pavarde14288    7    9    8    3    10   7    5    7    2    10     10
Vardas14289    Pavarde14289    10   3    3    10   2    8    4    7    2    9       6
Vardas14290    Pavarde14290    4    6    2    8    6    3    10   2    4    7       6
Vardas14291    Pavarde14291    3    3    9    9    5    6    5    7    7    8       8
Vardas14292    Pavarde14292    4    9    8    2    3    6    4    6    6    5      10
Vardas14293    Pavarde14293    7    4    9    3    9    3    5    5    3    4       8
Vardas14294    Pavarde14294    9    7    4    3    6    3    4    6    9    6       7
Vardas14295    Pavarde14295    6    6    9    9    10   10   10   10   7    6       4
Vardas14296    Pavarde14296    8    5    9    8    3    8    9    4    10   4       6
Vardas14297    Pavarde14297    4    7    2    9    3    10   4    6    4    7       9
Vardas14298    Pavarde14298    5    3    10   5    7    4    6    7    10   4       4
Vardas14299    Pavarde14299    5    2    4    6    9    9    7    9    4    9       5
Vardas14300    Pavarde14300    2    10   3    5    9    9    7    9    7    10      2
Vardas14301    Pavarde14301    2    3    2    6    3    3    4    4    4    9       6
Vardas14302    Pavarde14302    5    10   10   7    2    10   10   7    8    6       3
Vardas14303    Pavarde14303    7    2    8    8    5    10   5    2    10   3       4
Vardas14304    Pavarde14304    3    4    4    5    8    3    3    5    4    8      10
Vardas14305    Pavarde14305    6    2    6    5    4    4    5    6    5    4       3
Vardas14306    Pavarde14306    2    9    7    9    6    2    6    5    3    8       5
Vardas14307    Pavarde14307    5    3    8    8    7    6    2    3    5    7       3
Vardas14308    Pavarde14308    4    8    7    8    10   2    9    7    10   5       5
Vardas14309    Pavarde14309    7    4    7    10   3    4    4    6    6    2      10
Vardas14310    Pavarde14310    6    10   7    7    7    8    4    2    9    8       4
Vardas14311    Pavarde14311    4    7    5    8    10   10   7    6    7    3       3
Vardas14312    Pavarde14312    3    3    3    8    2    8    4    2    3    5       6
Vardas14313    Pavarde14313    3    7    3    3    2    2    3    7    7    9       2
Vardas14314    Pavarde14314    8    5    4    6    4    9    3    9    6    3       2
Vardas14315    Pavarde14315    5    3    8    10   9    6    10   10   10   6       3
Vardas14316    Pavarde14316    7    2    7    8    2    8    10   4    8    8       5
Vardas14317    Pavarde14317    9    7    7    10   10   2    2    9    5    9       7
Vardas14318    Pavarde14318    10   3    9    5    8    8    8    5    2    2       4
Vardas14319    Pavarde14319    7    5    8    5    7    6    4    10   10   6       6
Vardas14320    Pavarde14320    4    9    3    5    7    10   10   5    7    4       4
Vardas14321    Pavarde14321    5    8    4    6    5    6    9    2    5    6       7
Vardas14322    Pavarde14322    2    7    7    2    5    7    5    5    6    2       6
Vardas14323    Pavarde14323    6    6    6    10   5    4    9    8    7    2       4
Vardas14324    Pavarde14324    3    6    9    7    6    5    3    6    3    6      10
Vardas14325    Pavarde14325    5    10   10   6    5    7    3    2    7    7       7
Vardas14326    Pavarde14326    9    10   9    8    2    6    7    9    9    9       2
Vardas14327    Pavarde14327    9    5    7    3    7    3    8    7    2    2       7
Vardas14328    Pavarde14328    2    3    5    8    8    5    5    9    4    4       4
Vardas14329    Pavarde14329    2    2    10   8    2    3    7    2    5    7      10
Vardas14330    Pavarde14330    9    6    10   6    9    8    6    6    2    10     10
Vardas14331    Pavarde14331    5    8    4    2    5    10   7    2    9    2       8
Vardas14332    Pavarde14332    6    10   6    2    2    3    9    7    3    10      4
Vardas14333    Pavarde14333    5    4    6    8    9    10   7    5    6    5       7
Vardas14334    Pavarde14334    10   3    3    10   2    10   8    2    8    3       7
Vardas14335    Pavarde14335    2    9    6    8    7    3    4    7    9    8       3
Vardas14336    Pavarde14336    2    9    3    3    10   3    2    7    7    10      9
Vardas14337    Pavarde14337    6    8    5    8    5    3    4    3    10   7       4
Vardas14338    Pavarde14338    10   9    8    10   10   8    4    9    10   3       4
Vardas14339    Pavarde14339    2    7    6    6    9    8    7    6    5    9       7
Vardas14340    Pavarde14340    2    6    3    9    5    3    7    10   5    8       5
Vardas14341    Pavarde14341    3    2    8    3    2    8    6    4    4    6       8
Vardas14342    Pavarde14342    6    4    10   10   7    10   2    10   6    4       3
Vardas14343    Pavarde14343    8    7    6    5    6    4    3    4    7    7       5
Vardas14344    Pavarde14344    6    3    6    8    10   8    3    6    5    6       4
Vardas14345    Pavarde14345    6    4    3    2    8    7    8    7    8    10      9
Vardas14346    Pavarde14346    4    9    6    9    3    7    4    10   10   2       4
Vardas14347    Pavarde14347    2    7    6    7    4    8    6    10   8    3       7
Vardas14348    Pavarde14348    8    7    6    5    9    8    7    2    10   6      10
Vardas14349    Pavarde14349    8    7    4    4    5    8    4    8    6    2       5
Vardas14350    Pavarde14350    6    2    5    8    9    6    2    2    8    8       7
Vardas14351    Pavarde14351    7    2    6    3    7    6    8    5    8    2       6
Vardas14352    Pavarde14352    9    6    10   10   7    9    2    2    5    7      10
Vardas14353    Pavarde14353    3    4    8    7    3    4    9    9    9    8       9
Vardas14354    Pavarde14354    7    7    8    2    10   9    9    10   6    7       7
Vardas14355    Pavarde14355    6    7    10   7    3    8    6    6    4    3       6
Vardas14356    Pavarde14356    5    2    4    8    3    7    7    2    3    6       2
Vardas14357    Pavarde14357    9    10   5    8    2    3    5    5    5    6       7
Vardas14358    Pavarde14358    9    7    5    4    6    6    3    2    10   10      7
Vardas14359    Pavarde14359    9    8    4    7    7    5    6    6    2    9       8
Vardas14360    Pavarde14360    3    10   5    2    10   9    7    10   6    3       2
Vardas14361    Pavarde14361    5    7    2    4    6    6    5    5    9    5       6
Vardas14362    Pavarde14362    2    6    6    7    8    6    4    6    3    10      4
Vardas14363    Pavarde14363    9    2    7    6    6    9    3    7    5    4       2
Vardas14364    Pavarde14364    2    9    2    5    9    3    4    6    8    5      10
Vardas14365    Pavarde14365    3    10   10   6    7    5    8    3    2    3      10
Vardas14366    Pavarde14366    4    10   10   8    9    3    2    3    3    3       5
Vardas14367    Pavarde14367    6    3    6    7    9    7    7    2    9    8       6
Vardas14368    Pavarde14368    7    5    4    8    4    4    7    7    6    4       6
Vardas14369    Pavarde14369    3    4    10   5    7    10   4    9    7    9       8
Vardas14370    Pavarde14370    9    10   2    4    5    3    8    5    10   5      10
Vardas14371    Pavarde14371    5    4    6    7    3    5    2    2    5    8       3
Vardas14372    Pavarde14372    5    9    2    8    4    4    6    4    8    5       9
Vardas14373    Pavarde14373    5    10   7    10   8    9    2    6    5    6       4
Vardas14374    Pavarde14374    9    2    9    4    8    4    10   10   6    7       9
Vardas14375    Pavarde14375    3    2    10   4    9    2    10   10   8    10     10
Vardas14376    Pavarde14376    3    9    10   4    3    7    3    4    10   10     10
Vardas14377    Pavarde14377    6    8    3    8    10   3    4    7    8    3       8
Vardas14378    Pavarde14378    10   8    9    5    10   9    2    8    7    9      10
Vardas14379    Pavarde14379    9    7    2    8    10   7    6    10   8    10     10
Vardas14380    Pavarde14380    10   9    2    8    6    5    5    5    10   7      10
Vardas14381    Pavarde14381    5    8    4    8    7    10   2    7    6    4       2
Vardas14382    Pavarde14382    8    4    9    4    3    2    5    2    3    4       7
Vardas14383    Pavarde14383    10   9    3    3    8    9    8    10   10   10     10
Vardas14384    Pavarde14384    5    3    7    6    3    2    8    8    4    7       6
Vardas14385    Pavarde14385    9    6    8    4    7    3    10   10   8    3       2
Vardas14386    Pavarde14386    3    3    8    8    3    4    6    5    8    6       3
Vardas14387    Pavarde14387    7    2    3    7    8    5    4    7    10   8       5
Vardas14388    Pavarde14388    9    7    3    7    7    4    5    4    2    7       5
Vardas14389    Pavarde14389    9    4    2    7    3    2    4    8    8    6       4
Vardas14390    Pavarde14390    6    7    4    5    10   2    6    9    9    2      10
Vardas14391    Pavarde14391    3    9    2    7    2    9    4    2    8    2       5
Vardas14392    Pavarde14392    9    3    2    4    2    3    4    7    3    4       8
Vardas14393    Pavarde14393    2    5    2    6    5    4    6    10   6    7       5
Vardas14394    Pavarde14394    6    10   8    9    7    4    2    3    8    6       5
Vardas14395    Pavarde14395    9    10   9    4    9    7    5    5    7    7       2
Vardas14396    Pavarde14396    7    6    6    2    6    3    7    6    7    10      9
Vardas14397    Pavarde14397    2    10   9    5    3    7    4    7    6    3       5
Vardas14398    Pavarde14398    5    7    10   8    6    10   8    3    6    9       3
Vardas14399    Pavarde14399    6    9    4    8    6    5    5    3    5    6      10
Vardas14400    Pavarde14400    4    9    3    3    4    6    8    9    5    6       4
Vardas14401    Pavarde14401    6    8    5    5    8    10   2    10   3    3       7
Vardas14402    Pavarde14402    2    10   8    5    2    4    8    3    2    8       9
Vardas14403    Pavarde14403    10   10   7    2    5    2    6    2    10   7       3
Vardas14404    Pavarde14404    5    4    3    5    5    6    5    7    9    6       8
Vardas14405    Pavarde14405    8    10   4    8    6    5    5    5    2    2      10
Vardas14406    Pavarde14406    10   10   9    5    8    9    2    10   2    10      2
Vardas14407    Pavarde14407    7    4    7    9    6    8    6    7    5    7       2
Vardas14408    Pavarde14408    3    9    3    9    5    5    7    4    4    3       4
Vardas14409    Pavarde14409    3    8    7    7    2    2    8    7    5    9       9
Vardas14410    Pavarde14410    3    4    4    6    4    2    3    5    3    9       7
Vardas14411    Pavarde14411    6    5    3    3    7    8    10   5    6    10      5
Vardas14412    Pavarde14412    6    7    4    7    6    4    2    4    4    9       8
Vardas14413    Pavarde14413    8    5    4    9    7    7    5    3    5    9       4
Vardas14414    Pavarde14414    9    8    3    7    8    8    8    5    7    10      4
Vardas14415    Pavarde14415    6    3    7    9    6    10   7    7    2    8       4
Vardas14416    Pavarde14416    4    3    5    9    10   10   10   6    8    7       9
Vardas14417    Pavarde14417    4    7    7    5    3    7    5    6    3    6      10
Vardas14418    Pavarde14418    4    3    6    7    9    5    7    2    7    9       5
Vardas14419    Pavarde14419    8    7    6    6    6    9    10   3    7    9       5
Vardas14420    Pavarde14420    2    9    5    8    10   7    2    5    6    8       2
Vardas14421    Pavarde14421    10   8    7    2    10   6    4    8    2    2       6
Vardas14422    Pavarde14422    4    7    8    10   9    7    2    2    10   10      5
Vardas14423    Pavarde14423    7    5    5    8    4    4    2    5    2    5       9
Vardas14424    Pavarde14424    8    4    4    10   7    10   9    10   7    6       9
Vardas14425    Pavarde14425    7    10   7    10   3    3    5    4    7    9       6
Vardas14426    Pavarde14426    3    7    5    2    6    3    2    4    9    6       9
Vardas14427    Pavarde14427    5    2    4    5    2    4    2    2    4    5       9
Vardas14428    Pavarde14428    4    10   5    10   7    4    9    7    4    6       6
Vardas14429    Pavarde14429    10   5    8    10   8    4    9    9    8    4       3
Vardas14430    Pavarde14430    5    3    7    5    4    5    2    5    5    5       6
Vardas14431    Pavarde14431    7    2    5    3    7    10   4    8    5    5       8
Vardas14432    Pavarde14432    7    5    4    7    5    2    8    7    9    6       9
Vardas14433    Pavarde14433    7    6    2    3    9    10   4    4    9    7       3
Vardas14434    Pavarde14434    2    4    4    4    4    5    3    7    2    8       5
Vardas14435    Pavarde14435    6    3    5    9    7    9    8    4    4    8       2
Vardas14436    Pavarde14436    3    10   7    2    7    4    3    2    6    4       4
Vardas14437    Pavarde14437    5    8    5    5    8    3    9    3    3    3       8
Vardas14438    Pavarde14438    6    10   10   2    6    6    9    4    9    7       9
Vardas14439    Pavarde14439    9    9    8    7    6    6    3    7    10   6       3
Vardas14440    Pavarde14440    3    9    3    9    2    4    9    3    2    5       5
Vardas14441    Pavarde14441    5    7    9    4    10   8    7    3    7    9       8
Vardas14442    Pavarde14442    8    4    6    5    6    5    6    8    6    8       2
Vardas14443    Pavarde14443    5    8    7    3    5    5    2    2    10   9       2
Vardas14444    Pavarde14444    2    6    7    3    2    3    4    9    5    7       3
Vardas14445    Pavarde14445    6    6    2    8    5    10   2    5    4    6       4
Vardas14446    Pavarde14446    7    8    6    7    5    9    4    3    6    7      10
Vardas14447    Pavarde14447    7    5    2    10   3    3    8    9    8    4       2
Vardas14448    Pavarde14448    4    5    3    8    2    2    8    10   3    8       2
Vardas14449    Pavarde14449    7    10   7    6    3    10   4    3    8    3       5
Vardas14450    Pavarde14450    2    4    3    2    9    8    10   6    7    6       7
Vardas14451    Pavarde14451    7    7    9    6    9    6    3    2    7    7       9
Vardas14452    Pavarde14452    8    8    9    2    10   2    2    8    6    5       6
Vardas14453    Pavarde14453    9    4    3    5    7    6    4    2    7    8      10
Vardas14454    Pavarde14454    6    5    8    2    4    10   4    7    6    5       9
Vardas14455    Pavarde14455    7    8    7    6    7    2    10   9    8    4      10
Vardas14456    Pavarde14456    8    6    8    7    10   9    7    3    5    10      8
Vardas14457    Pavarde14457    4    10   5    4    2    9    10   3    7    5       9
Vardas14458    Pavarde14458    10   7    5    10   10   4    8    9    3    4       9
Vardas14459    Pavarde14459    9    5    8    2    7    7    10   2    10   7       8
Vardas14460    Pavarde14460    9    6    5    4    9    8    3    3    10   8       7
Vardas14461    Pavarde14461    6    8    5    4    4    10   10   3    2    9      10
Vardas14462    Pavarde14462    6    2    10   8    2    10   9    6    9    6       3
Vardas14463    Pavarde14463    9    5    5    6    7    9    6    3    3    8       6
Vardas14464    Pavarde14464    9    8    3    6    5    8    9    2    8    8       6
Vardas14465    Pavarde14465    8    8    3    5    3    8    4    10   3    6       9
Vardas14466    Pavarde14466    7    3    7    7    10   2    7    6    2    2       8
Vardas14467    Pavarde14467    8    5    9    2    10   9    2    7    6    7       7
Vardas14468    Pavarde14468    3    7    10   3    7    9    5    6    10   4       2
Vardas14469    Pavarde14469    9    10   2    5    5    10   10   5    5    4       7
Vardas14470    Pavarde14470    4    7    9    5    6    6    8    8    7    9       2
Vardas14471    Pavarde14471    4    3    6    6    10   3    6    7    6    2       8
Vardas14472    Pavarde14472    6    2    2    6    8    3    9    2    3    8       3
Vardas14473    Pavarde14473    3    8    4    2    10   3    4    2    4    2       2
Vardas14474    Pavarde14474    9    7    2    8    9    7    2    7    6    9       8
Vardas14475    Pavarde14475    8    6    6    6    5    3    2    2    3    10      4
Vardas14476    Pavarde14476    10   9    4    10   8    10   4    3    4    6       9
Vardas14477    Pavarde14477    3    2    8    9    9    3    5    8    9    10      4
Vardas14478    Pavarde14478    6    4    10   3    6    6    4    2    3    3       4
Vardas14479    Pavarde14479    4    5    10   7    9    8    5    10   6    10      9
Vardas14480    Pavarde14480    5    4    10   8    5    9    8    4    8    9       6
Vardas14481    Pavarde14481    5    8    5    2    4    4    3    10   7    3       9
Vardas14482    Pavarde14482    9    7    8    9    6    9    8    7    3    4       8
Vardas14483    Pavarde14483    3    9    5    9    9    3    3    6    9    6       6
Vardas14484    Pavarde14484    6    3    4    2    7    3    10   4    5    4       9
Vardas14485    Pavarde14485    8    8    6    8    8    2    3    2    2    5       2
Vardas14486    Pavarde14486    2    3    2    5    5    7    2    5    8    9       5
Vardas14487    Pavarde14487    2    6    10   4    5    2    9    6    3    4       6
Vardas14488    Pavarde14488    3    2    10   2    10   2    2    5    8    6       7
Vardas14489    Pavarde14489    9    3    6    7    5    2    5    7    5    5       6
Vardas14490    Pavarde14490    4    3    3    8    3    5    9    6    2    3       9
Vardas14491    Pavarde14491    2    4    7    5    7    4    2    3    2    6       3
Vardas14492    Pavarde14492    3    5    5    3    8    2    3    7    2    2       6
Vardas14493    Pavarde14493    5    2    3    9    9    6    8    4    9    8       8
Vardas14494    Pavarde14494    4    9    3    6    3    6    5    3    10   2       8
Vardas14495    Pavarde14495    4    9    6    8    7    5    3    3    4    10     10
Vardas14496    Pavarde14496    3    3    9    8    7    7    5    7    4    9       2
Vardas14497    Pavarde14497    7    6    10   2    9    9    4    10   10   8       4
Vardas14498    Pavarde14498    8    10   8    10   4    9    4    6    5    7       2
Vardas14499    Pavarde14499    8    9    4    10   3    5    2    7    7    3       9
Vardas14500    Pavarde14500    2    8    5    8    7    8    8    9    9    9       6
Vardas14501    Pavarde14501    6    3    9    10   5    4    8    10   4    8       8
Vardas14502    Pavarde14502    4    10   4    5    8    9    3    10   9    3       6
Vardas14503    Pavarde14503    9    3    8    2    2    7    7    5    4    5       2
Vardas14504    Pavarde14504    3    6    6    9    4    2    3    6    3    4      10
Vardas14505    Pavarde14505    3    6    10   7    8    6    6    2    2    9       9
Vardas14506    Pavarde14506    9    3    6    7    7    8    3    3    10   4       6
Vardas14507    Pavarde14507    3    6    9    3    2    6    2    5    9    3       2
Vardas14508    Pavarde14508    9    8    9    6    3    6    6    10   9    2       5
Vardas14509    Pavarde14509    10   7    2    8    4    4    2    4    5    6       9
Vardas14510    Pavarde14510    7    4    8    7    7    9    3    3    2    6       9
Vardas14511    Pavarde14511    8    5    10   10   9    5    2    3    3    9       5
